epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,8025.03,1.27539,0.81686,0.94264,0.77665,0.50456,0.5992,0.363,1.28258,0.83229,0.94869,0.000307,0.000307,0.000307
142,8079.28,1.28275,0.81614,0.94005,0.77052,0.50937,0.60101,0.36501,1.28017,0.83311,0.9485,0.00030205,0.00030205,0.00030205
143,8134.88,1.27872,0.81557,0.94636,0.77523,0.50793,0.60086,0.36352,1.28377,0.83572,0.9483,0.0002971,0.0002971,0.0002971
144,8190.1,1.26789,0.81221,0.94021,0.76631,0.51268,0.60186,0.36435,1.28241,0.82717,0.94751,0.00029215,0.00029215,0.00029215
145,8246.05,1.27456,0.813,0.9405,0.76155,0.51464,0.60192,0.36449,1.28751,0.83074,0.94909,0.0002872,0.0002872,0.0002872
146,8301.93,1.28093,0.81294,0.9392,0.764,0.51297,0.6055,0.36768,1.28253,0.83089,0.94784,0.00028225,0.00028225,0.00028225
147,8359.15,1.26165,0.79589,0.93825,0.75794,0.51609,0.60336,0.36603,1.27686,0.82729,0.94755,0.0002773,0.0002773,0.0002773
148,8415.84,1.25776,0.80329,0.93209,0.77756,0.50619,0.60234,0.36642,1.28473,0.83308,0.94934,0.00027235,0.00027235,0.00027235
149,8470.74,1.25959,0.80171,0.93797,0.76167,0.51225,0.6022,0.36548,1.29077,0.83567,0.94957,0.0002674,0.0002674,0.0002674
150,8526.19,1.26848,0.8142,0.941,0.75787,0.51609,0.60306,0.36508,1.28408,0.83058,0.95001,0.00026245,0.00026245,0.00026245
151,8582.08,1.25004,0.79718,0.93537,0.75683,0.51729,0.60271,0.36589,1.27917,0.83055,0.94849,0.0002575,0.0002575,0.0002575
152,8637.9,1.26842,0.79891,0.94154,0.75388,0.51993,0.6026,0.36816,1.27229,0.82386,0.9468,0.00025255,0.00025255,0.00025255
153,8694.08,1.25552,0.79874,0.93206,0.76662,0.51119,0.60174,0.36735,1.27365,0.82952,0.94619,0.0002476,0.0002476,0.0002476
154,8750.9,1.25159,0.79919,0.93326,0.7589,0.51945,0.60285,0.36803,1.26857,0.82709,0.94509,0.00024265,0.00024265,0.00024265
155,8806.03,1.24987,0.79839,0.93493,0.75152,0.51681,0.60316,0.36841,1.26574,0.82531,0.94441,0.0002377,0.0002377,0.0002377
156,8861.48,1.26096,0.80732,0.93585,0.76583,0.51105,0.60198,0.36976,1.26459,0.82458,0.94493,0.00023275,0.00023275,0.00023275
157,8916.24,1.24709,0.79928,0.93653,0.76945,0.51136,0.60116,0.36849,1.27003,0.82421,0.94545,0.0002278,0.0002278,0.0002278
158,8970.94,1.23336,0.78409,0.93065,0.77175,0.50994,0.60207,0.36755,1.2685,0.82595,0.94582,0.00022285,0.00022285,0.00022285
159,9025.69,1.24132,0.79183,0.93157,0.77087,0.50913,0.603,0.36862,1.27156,0.82649,0.94623,0.0002179,0.0002179,0.0002179
160,9081.14,1.25707,0.79454,0.93287,0.76082,0.51273,0.60386,0.36784,1.27615,0.82231,0.94696,0.00021295,0.00021295,0.00021295
161,9137.27,1.23389,0.78718,0.93007,0.76098,0.51441,0.60271,0.36784,1.27142,0.82472,0.94589,0.000208,0.000208,0.000208
162,9192.26,1.24099,0.78734,0.9311,0.7616,0.51369,0.60306,0.36867,1.27056,0.82363,0.94549,0.00020305,0.00020305,0.00020305
163,9249.24,1.22902,0.78537,0.93226,0.75991,0.51321,0.60321,0.36874,1.26949,0.82252,0.94545,0.0001981,0.0001981,0.0001981
164,9305.05,1.24659,0.79161,0.93519,0.75796,0.51201,0.60258,0.36775,1.26642,0.8236,0.94452,0.00019315,0.00019315,0.00019315
165,9360.72,1.25163,0.7906,0.92981,0.76161,0.51009,0.60296,0.36651,1.27231,0.82341,0.94581,0.0001882,0.0001882,0.0001882
166,9417.12,1.24047,0.77973,0.93292,0.75465,0.51417,0.60265,0.36659,1.26814,0.81886,0.94535,0.00018325,0.00018325,0.00018325
167,9471.75,1.23068,0.77867,0.92986,0.74418,0.51835,0.60426,0.36694,1.26928,0.8153,0.94579,0.0001783,0.0001783,0.0001783
168,9528.55,1.24605,0.78923,0.92974,0.74286,0.52241,0.60518,0.36984,1.26813,0.81649,0.94534,0.00017335,0.00017335,0.00017335
169,9584.69,1.23177,0.77775,0.93009,0.76149,0.51369,0.60378,0.36812,1.26757,0.81949,0.94548,0.0001684,0.0001684,0.0001684
170,9640.01,1.23099,0.78461,0.93021,0.77623,0.51233,0.6054,0.36921,1.27015,0.8202,0.94651,0.00016345,0.00016345,0.00016345
171,9695.89,1.21809,0.77199,0.92717,0.76858,0.51297,0.60578,0.36974,1.27324,0.81931,0.94674,0.0001585,0.0001585,0.0001585
172,9751.43,1.22678,0.78092,0.93004,0.7641,0.51572,0.60489,0.36855,1.27139,0.81981,0.94569,0.00015355,0.00015355,0.00015355
173,9806.7,1.23615,0.7857,0.9305,0.76249,0.51681,0.60293,0.36889,1.26974,0.81987,0.94606,0.0001486,0.0001486,0.0001486
174,9862.27,1.24607,0.78616,0.93365,0.76036,0.52089,0.60399,0.36789,1.27251,0.8177,0.9462,0.00014365,0.00014365,0.00014365
175,9918.34,1.23369,0.77641,0.92947,0.78395,0.51066,0.60482,0.36954,1.27527,0.81795,0.94611,0.0001387,0.0001387,0.0001387
176,9974,1.22483,0.7729,0.93216,0.7697,0.51289,0.60445,0.36831,1.2752,0.81638,0.94699,0.00013375,0.00013375,0.00013375
177,10029.4,1.22627,0.77424,0.92889,0.77039,0.51585,0.60548,0.36755,1.27453,0.81672,0.94696,0.0001288,0.0001288,0.0001288
178,10084.2,1.22537,0.77209,0.92869,0.78117,0.51522,0.60745,0.36913,1.27635,0.81827,0.94674,0.00012385,0.00012385,0.00012385
179,10140.2,1.22581,0.76952,0.92842,0.7694,0.51602,0.60721,0.3695,1.27425,0.81561,0.94622,0.0001189,0.0001189,0.0001189
